1	2660	 1.978	MN777551.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-35-91_ORF1_gene,_complete_cds
2	2653	 1.834	MN777600.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-509-10_ORF1_gene,_complete_cds
3	2641	 1.792	MN777598.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-502-33_ORF1_gene,_complete_cds
4	2633	 1.773	MN779787.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-842-16_ORF1_gene,_complete_cds
5	2587	 1.765	MN777631.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-587-264_ORF1_gene,_complete_cds
6	2576	 1.762	MN776184.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-380-165_ORF1_gene,_complete_cds
7	2695	 1.717	MN778109.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-113-32_ORF1_gene,_complete_cds
8	2656	 1.681	MN777627.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-587-190_ORF1_gene,_complete_cds
9	2633	 1.654	MN776451.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-396-24_ORF1_gene,_complete_cds
10	2748	 1.650	MN777676.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-711-4_ORF1_gene,_complete_cds
11	2607	 1.647	MN778559.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-593-45_ORF1_gene,_complete_cds
12	2606	 1.646	MN777559.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-380-149_ORF1_gene,_complete_cds
13	2650	 1.622	MN775931.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-525-7_ORF1_gene,_complete_cds
14	2656	 1.608	MN777826.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-51-32_ORF1_gene,_complete_cds
15	2651	 1.563	MN779732.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-610-34_ORF1_gene,_complete_cds
16	2788	 1.552	MN777547.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-350-37_ORF1_gene,_complete_cds
17	2603	 1.550	MN779521.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-797-47_ORF1_gene,_complete_cds
18	2573	 1.539	MN777589.1_MAG:_Torque_teno_midi_virus_isolate_SAfiA-458A-18_ORF1_gene,_complete_cds
